,y_name,orf_name
2153,YGL056C,SDS23
2154,YGL057C,GEP7
2155,YGL058W,RAD6
2156,YGL059W,PKP2
2157,YGL060W,YBP2
2158,YGL061C,DUO1
2159,YGL062W,PYC1
2160,YGL063C-A,YGL063C-A
2161,YGL063W,PUS2
2162,YGL064C,MRH4
2163,YGL065C,ALG2
2164,YGL066W,SGF73
2165,YGL067W,NPY1
2166,YGL068W,MNP1
2167,YGL069C,YGL069C
2168,YGL070C,RPB9
2169,YGL071W,AFT1
2170,YGL072C,YGL072C
2171,YGL073W,HSF1
2172,YGL074C,YGL074C
2173,YGL075C,MPS2
2174,YGL076C,RPL7A
2175,YGL077C,HNM1
2176,YGL078C,DBP3
2177,YGL079W,KXD1
2178,YGL080W,MPC1
2179,YGL081W,YGL081W
2180,YGL082W,YGL082W
2181,YGL083W,SCY1
2182,YGL084C,GUP1
2183,YGL085W,LCL3
2184,YGL086W,MAD1
2185,YGL087C,MMS2
2186,YGL088W,YGL088W
2187,YGL089C,MF(ALPHA)2
2188,YGL090W,LIF1
2189,YGL091C,NBP35
2190,YGL092W,NUP145
2191,YGL093W,SPC105
2192,YGL094C,PAN2
2193,YGL095C,VPS45
2194,YGL096W,TOS8
2195,YGL097W,SRM1
2196,YGL098W,USE1
2197,YGL099W,LSG1
2198,YGL100W,SEH1
2199,YGL101W,YGL101W
2200,YGL102C,YGL102C
2201,YGL103W,RPL28
2202,YGL104C,VPS73
2203,YGL105W,ARC1
2204,YGL106W,MLC1
2205,YGL107C,RMD9
2206,YGL108C,YGL108C
2207,YGL109W,YGL109W
2208,YGL110C,CUE3
2209,YGL111W,NSA1
2210,YGL112C,TAF6
2211,YGL113W,SLD3
2212,YGL114W,YGL114W
2213,YGL115W,SNF4
2214,YGL116W,CDC20
2215,YGL117W,YGL117W
2216,YGL118C,YGL118C
2217,YGL119W,COQ8
2218,YGL120C,PRP43
2219,YGL121C,GPG1
2220,YGL122C,NAB2
2221,YGL123C-A,YGL123C-A
2222,YGL123W,RPS2
2223,YGL124C,MON1
2224,YGL125W,MET13
2225,YGL126W,SCS3
2226,YGL127C,SOH1
2227,YGL128C,CWC23
2228,YGL129C,RSM23
2229,YGL130W,CEG1
2230,YGL131C,SNT2
2231,YGL132W,YGL132W
2232,YGL133W,ITC1
2233,YGL134W,PCL10
2234,YGL135W,RPL1B
2235,YGL136C,MRM2
2236,YGL137W,SEC27
2237,YGL138C,YGL138C
2238,YGL139W,FLC3
2239,YGL140C,YGL140C
2240,YGL141W,HUL5
2241,YGL142C,GPI10
2242,YGL143C,MRF1
2243,YGL144C,ROG1
2244,YGL145W,TIP20
2245,YGL146C,RRT6
2246,YGL147C,RPL9A
2247,YGL148W,ARO2
2248,YGL149W,YGL149W
2249,YGL150C,INO80
2250,YGL151W,NUT1
2251,YGL152C,YGL152C
2252,YGL153W,PEX14
2253,YGL154C,LYS5
2254,YGL155W,CDC43
2255,YGL156W,AMS1
2256,YGL157W,ARI1
2257,YGL158W,RCK1
2258,YGL159W,YGL159W
2259,YGL160W,AIM14
2260,YGL161C,YIP5
2261,YGL162W,SUT1
2262,YGL163C,RAD54
2263,YGL164C,YRB30
2264,YGL165C,YGL165C
2265,YGL166W,CUP2
2266,YGL167C,PMR1
2267,YGL168W,HUR1
2268,YGL169W,SUA5
2269,YGL170C,SPO74
2270,YGL171W,ROK1
2271,YGL172W,NUP49
2272,YGL173C,XRN1
2273,YGL174W,BUD13
2274,YGL175C,SAE2
2275,YGL176C,YGL176C
2276,YGL177W,YGL177W
2277,YGL178W,MPT5
2278,YGL179C,TOS3
2279,YGL180W,ATG1
2280,YGL181W,GTS1
2281,YGL182C,YGL182C
2282,YGL183C,MND1
2283,YGL184C,STR3
2284,YGL185C,YGL185C
2285,YGL186C,TPN1
2286,YGL187C,COX4
2287,YGL188C,YGL188C
2288,YGL188C-A,YGL188C-A
2289,YGL189C,RPS26A
2290,YGL190C,CDC55
2291,YGL191W,COX13
2292,YGL192W,IME4
2293,YGL193C,YGL193C
2294,YGL194C,HOS2
2295,YGL194C-A,YGL194C-A
2296,YGL195W,GCN1
2297,YGL196W,DSD1
2298,YGL197W,MDS3
2299,YGL198W,YIP4
2300,YGL199C,YGL199C
2301,YGL200C,EMP24
2302,YGL201C,MCM6
2303,YGL202W,ARO8
2304,YGL203C,KEX1
2305,YGL204C,YGL204C
2306,YGL205W,POX1
2307,YGL206C,CHC1
2308,YGL207W,SPT16
2309,YGL208W,SIP2
2310,YGL209W,MIG2
2311,YGL210W,YPT32
2312,YGL211W,NCS6
2313,YGL212W,VAM7
2314,YGL213C,SKI8
2315,YGL214W,YGL214W
2316,YGL215W,CLG1
2317,YGL216W,KIP3
2318,YGL217C,YGL217C
2319,YGL218W,YGL218W
2320,YGL219C,MDM34
2321,YGL220W,FRA2
2322,YGL221C,NIF3
2323,YGL222C,EDC1
2324,YGL223C,COG1
2325,YGL224C,SDT1
2326,YGL225W,VRG4
2327,YGL226C-A,OST5
2328,YGL226W,MTC3
2329,YGL227W,VID30
2330,YGL228W,SHE10
2331,YGL229C,SAP4
2332,YGL230C,YGL230C
2333,YGL231C,EMC4
2334,YGL232W,TAN1
2335,YGL233W,SEC15
2336,YGL234W,"ADE5,7"
2337,YGL235W,YGL235W
2338,YGL236C,MTO1
2339,YGL237C,HAP2
2340,YGL238W,CSE1
2341,YGL239C,YGL239C
2342,YGL240W,DOC1
2343,YGL241W,KAP114
2344,YGL242C,YGL242C
2345,YGL243W,TAD1
2346,YGL244W,RTF1
2347,YGL245W,GUS1
2348,YGL246C,RAI1
2349,YGL247W,BRR6
2350,YGL248W,PDE1
2351,YGL249W,ZIP2
2352,YGL250W,RMR1
2353,YGL251C,HFM1
2354,YGL252C,RTG2
2355,YGL253W,HXK2
2356,YGL254W,FZF1
2357,YGL255W,ZRT1
2358,YGL256W,ADH4
2359,YGL257C,MNT2
2360,YGL258W,VEL1
2361,YGL258W-A,YGL258W-A
2362,YGL259W,YPS5
2363,YGL260W,YGL260W
2364,YGL261C,PAU11
2365,YGL262W,YGL262W
2366,YGL263W,COS12
2367,YGR001C,EFM5
2368,YGR002C,SWC4
2369,YGR003W,CUL3
2370,YGR004W,PEX31
2371,YGR005C,TFG2
2372,YGR006W,PRP18
2373,YGR007W,ECT1
2374,YGR008C,STF2
2375,YGR009C,SEC9
2376,YGR010W,NMA2
2377,YGR011W,YGR011W
2378,YGR012W,YGR012W
2379,YGR013W,SNU71
2380,YGR014W,MSB2
2381,YGR015C,YGR015C
2382,YGR016W,YGR016W
2383,YGR017W,YGR017W
2384,YGR018C,YGR018C
2385,YGR019W,UGA1
2386,YGR020C,VMA7
2387,YGR021W,YGR021W
2388,YGR022C,YGR022C
2389,YGR023W,MTL1
2390,YGR024C,THG1
2391,YGR025W,YGR025W
2392,YGR026W,YGR026W
2393,YGR027C,RPS25A
2394,YGR027W-A,YGR027W-A
2395,YGR027W-B,YGR027W-B
2396,YGR028W,MSP1
2397,YGR029W,ERV1
2398,YGR030C,POP6
2399,YGR031C-A,NAG1
2400,YGR031W,IMO32
2401,YGR032W,GSC2
2402,YGR033C,TIM21
2403,YGR034W,RPL26B
2404,YGR035C,YGR035C
2405,YGR035W-A,YGR035W-A
2406,YGR036C,CAX4
2407,YGR037C,ACB1
2408,YGR038C-A,YGR038C-A
2409,YGR038C-B,YGR038C-B
2410,YGR038W,ORM1
2411,YGR039W,YGR039W
2412,YGR040W,KSS1
2413,YGR041W,BUD9
2414,YGR042W,YGR042W
2415,YGR043C,NQM1
2416,YGR044C,RME1
2417,YGR045C,YGR045C
2418,YGR046W,TAM41
2419,YGR047C,TFC4
2420,YGR048W,UFD1
2421,YGR049W,SCM4
2422,YGR050C,YGR050C
2423,YGR051C,YGR051C
2424,YGR052W,FMP48
2425,YGR053C,YGR053C
2426,YGR054W,YGR054W
2427,YGR055W,MUP1
2428,YGR056W,RSC1
2429,YGR057C,LST7
2430,YGR058W,PEF1
2431,YGR059W,SPR3
2432,YGR060W,ERG25
2433,YGR061C,ADE6
2434,YGR062C,COX18
2435,YGR063C,SPT4
2436,YGR064W,YGR064W
2437,YGR065C,VHT1
2438,YGR066C,YGR066C
2439,YGR067C,YGR067C
2440,YGR068C,ART5
2441,YGR068W-A,YGR068W-A
2442,YGR069W,YGR069W
2443,YGR070W,ROM1
2444,YGR071C,ENV11
2445,YGR072W,UPF3
2446,YGR073C,YGR073C
2447,YGR074W,SMD1
2448,YGR075C,PRP38
2449,YGR076C,MRPL25
2450,YGR077C,PEX8
2451,YGR078C,PAC10
2452,YGR079W,YGR079W
2453,YGR080W,TWF1
2454,YGR081C,SLX9
2455,YGR082W,TOM20
2456,YGR083C,GCD2
2457,YGR084C,MRP13
2458,YGR085C,RPL11B
2459,YGR086C,PIL1
2460,YGR087C,PDC6
2461,YGR088W,CTT1
2462,YGR089W,NNF2
2463,YGR090W,UTP22
2464,YGR091W,PRP31
2465,YGR092W,DBF2
2466,YGR093W,DRN1
2467,YGR094W,VAS1
2468,YGR095C,RRP46
2469,YGR096W,TPC1
2470,YGR097W,ASK10
2471,YGR098C,ESP1
2472,YGR099W,TEL2
2473,YGR100W,MDR1
2474,YGR101W,PCP1
2475,YGR102C,GTF1
2476,YGR103W,NOP7
2477,YGR104C,SRB5
2478,YGR105W,VMA21
2479,YGR106C,VOA1
2480,YGR107W,YGR107W
2481,YGR108W,CLB1
2482,YGR109C,CLB6
2483,YGR109W-A,YGR109W-A
2484,YGR109W-B,YGR109W-B
2485,YGR110W,CLD1
2486,YGR111W,YGR111W
2487,YGR112W,SHY1
2488,YGR113W,DAM1
2489,YGR114C,YGR114C
2490,YGR115C,YGR115C
2491,YGR116W,SPT6
2492,YGR117C,YGR117C
2493,YGR118W,RPS23A
2494,YGR119C,NUP57
2495,YGR120C,COG2
2496,YGR121C,MEP1
2497,YGR121W-A,YGR121W-A
2498,YGR122C-A,YGR122C-A
2499,YGR122W,YGR122W
2500,YGR123C,PPT1
2501,YGR124W,ASN2
2502,YGR125W,YGR125W
2503,YGR126W,YGR126W
2504,YGR127W,YGR127W
2505,YGR128C,UTP8
2506,YGR129W,SYF2
2507,YGR130C,YGR130C
2508,YGR131W,FHN1
2509,YGR132C,PHB1
2510,YGR133W,PEX4
2511,YGR134W,CAF130
2512,YGR135W,PRE9
2513,YGR136W,LSB1
2514,YGR137W,YGR137W
2515,YGR138C,TPO2
2516,YGR139W,YGR139W
2517,YGR140W,CBF2
2518,YGR141W,VPS62
2519,YGR142W,BTN2
2520,YGR143W,SKN1
2521,YGR144W,THI4
2522,YGR145W,ENP2
2523,YGR146C,ECL1
2524,YGR146C-A,YGR146C-A
2525,YGR147C,NAT2
2526,YGR148C,RPL24B
2527,YGR149W,YGR149W
2528,YGR150C,CCM1
2529,YGR151C,YGR151C
2530,YGR152C,RSR1
2531,YGR153W,YGR153W
2532,YGR154C,GTO1
2533,YGR155W,CYS4
2534,YGR156W,PTI1
2535,YGR157W,CHO2
2536,YGR158C,MTR3
2537,YGR159C,NSR1
2538,YGR160W,YGR160W
2539,YGR161C,RTS3
2540,YGR161C-C,YGR161C-C
2541,YGR161C-D,YGR161C-D
2542,YGR161W-A,YGR161W-A
2543,YGR161W-B,YGR161W-B
2544,YGR161W-C,YGR161W-C
2545,YGR162W,TIF4631
2546,YGR163W,GTR2
2547,YGR164W,YGR164W
2548,YGR165W,MRPS35
2549,YGR166W,TRS65
2550,YGR167W,CLC1
2551,YGR168C,YGR168C
2552,YGR169C,PUS6
2553,YGR169C-A,LSO2
2554,YGR170W,PSD2
2555,YGR171C,MSM1
2556,YGR172C,YIP1
2557,YGR173W,RBG2
2558,YGR174C,CBP4
2559,YGR174W-A,YGR174W-A
2560,YGR175C,ERG1
2561,YGR176W,YGR176W
2562,YGR177C,ATF2
2563,YGR178C,PBP1
2564,YGR179C,OKP1
2565,YGR180C,RNR4
2566,YGR181W,TIM13
2567,YGR182C,YGR182C
2568,YGR183C,QCR9
2569,YGR184C,UBR1
2570,YGR185C,TYS1
2571,YGR186W,TFG1
2572,YGR187C,HGH1
2573,YGR188C,BUB1
2574,YGR189C,CRH1
2575,YGR190C,YGR190C
2576,YGR191W,HIP1
2577,YGR192C,TDH3
2578,YGR193C,PDX1
2579,YGR194C,XKS1
2580,YGR195W,SKI6
2581,YGR196C,FYV8
2582,YGR197C,SNG1
2583,YGR198W,YPP1
2584,YGR199W,PMT6
2585,YGR200C,ELP2
2586,YGR201C,YGR201C
2587,YGR202C,PCT1
2588,YGR203W,YCH1
2589,YGR204C-A,YGR204C-A
2590,YGR204W,ADE3
2591,YGR205W,TDA10
2592,YGR206W,MVB12
2593,YGR207C,CIR1
2594,YGR208W,SER2
2595,YGR209C,TRX2
2596,YGR210C,YGR210C
2597,YGR211W,ZPR1
2598,YGR212W,SLI1
2599,YGR213C,RTA1
2600,YGR214W,RPS0A
2601,YGR215W,RSM27
2602,YGR216C,GPI1
2603,YGR217W,CCH1
2604,YGR218W,CRM1
2605,YGR219W,YGR219W
2606,YGR220C,MRPL9
2607,YGR221C,TOS2
2608,YGR222W,PET54
2609,YGR223C,HSV2
2610,YGR224W,AZR1
2611,YGR225W,AMA1
2612,YGR226C,YGR226C
2613,YGR227W,DIE2
2614,YGR228W,YGR228W
2615,YGR229C,SMI1
2616,YGR230W,BNS1
2617,YGR231C,PHB2
2618,YGR232W,NAS6
2619,YGR233C,PHO81
2620,YGR234W,YHB1
2621,YGR235C,MIC26
2622,YGR236C,SPG1
2623,YGR237C,YGR237C
2624,YGR238C,KEL2
2625,YGR239C,PEX21
2626,YGR240C,PFK1
2627,YGR240C-A,YGR240C-A
2628,YGR241C,YAP1802
2629,YGR242W,YGR242W
2630,YGR243W,MPC3
2631,YGR244C,LSC2
2632,YGR245C,SDA1
2633,YGR246C,BRF1
2634,YGR247W,CPD1
2635,YGR248W,SOL4
2636,YGR249W,MGA1
2637,YGR250C,YGR250C
2638,YGR251W,NOP19
2639,YGR252W,GCN5
2640,YGR253C,PUP2
2641,YGR254W,ENO1
2642,YGR255C,COQ6
2643,YGR256W,GND2
2644,YGR257C,MTM1
2645,YGR258C,RAD2
2646,YGR259C,YGR259C
2647,YGR260W,TNA1
2648,YGR261C,APL6
2649,YGR262C,BUD32
2650,YGR263C,SAY1
2651,YGR264C,MES1
2652,YGR265W,YGR265W
2653,YGR266W,YGR266W
2654,YGR267C,FOL2
2655,YGR268C,HUA1
2656,YGR269W,YGR269W
2657,YGR270C-A,YGR270C-A
2658,YGR270W,YTA7
2659,YGR271C-A,EFG1
2660,YGR271W,SLH1
2661,YGR273C,YGR273C
2662,YGR274C,TAF1
2663,YGR275W,RTT102
2664,YGR276C,RNH70
2665,YGR277C,CAB4
2666,YGR278W,CWC22
2667,YGR279C,SCW4
2668,YGR280C,PXR1
2669,YGR281W,YOR1
2670,YGR282C,BGL2
2671,YGR283C,YGR283C
2672,YGR284C,ERV29
2673,YGR285C,ZUO1
2674,YGR286C,BIO2
2675,YGR287C,IMA1
2676,YGR288W,MAL13
2677,YGR289C,MAL11
2678,YGR290W,YGR290W
2679,YGR291C,YGR291C
2680,YGR292W,MAL12
2681,YGR293C,YGR293C
2682,YGR294W,PAU12
2683,YGR295C,COS6
2684,YGR296C-A,YGR296C-A
2685,YGR296C-B,YGR296C-B
2686,YGR296W,YRF1-3
2687,YHL001W,RPL14B
2688,YHL002C-A,YHL002C-A
2689,YHL002W,HSE1
2690,YHL003C,LAG1
2691,YHL004W,MRP4
2692,YHL005C,YHL005C
2693,YHL006C,SHU1
2694,YHL006W-A,YHL006W-A
2695,YHL007C,STE20
2696,YHL008C,YHL008C
2697,YHL009C,YAP3
2698,YHL009W-A,YHL009W-A
2699,YHL009W-B,YHL009W-B
2700,YHL010C,ETP1
2701,YHL011C,PRS3
2702,YHL012W,YHL012W
2703,YHL013C,OTU2
2704,YHL014C,YLF2
2705,YHL015W,RPS20
2706,YHL015W-A,YHL015W-A
2707,YHL016C,DUR3
2708,YHL017W,YHL017W
2709,YHL018W,YHL018W
2710,YHL019C,APM2
2711,YHL019W-A,YHL019W-A
2712,YHL020C,OPI1
2713,YHL021C,AIM17
2714,YHL022C,SPO11
2715,YHL023C,NPR3
2716,YHL024W,RIM4
2717,YHL025W,SNF6
2718,YHL026C,YHL026C
2719,YHL027W,RIM101
2720,YHL028W,WSC4
2721,YHL029C,OCA5
2722,YHL030W,ECM29
2723,YHL030W-A,YHL030W-A
2724,YHL031C,GOS1
2725,YHL032C,GUT1
2726,YHL033C,RPL8A
2727,YHL034C,SBP1
2728,YHL034W-A,YHL034W-A
2729,YHL035C,VMR1
2730,YHL036W,MUP3
2731,YHL037C,YHL037C
2732,YHL038C,CBP2
2733,YHL039W,EFM1
2734,YHL040C,ARN1
2735,YHL041W,YHL041W
2736,YHL042W,YHL042W
2737,YHL043W,ECM34
2738,YHL044W,YHL044W
2739,YHL045W,YHL045W
2740,YHL046C,PAU13
2741,YHL046W-A,YHL046W-A
2742,YHL047C,ARN2
2743,YHL048C-A,YHL048C-A
2744,YHL048W,COS8
2745,YHL049C,YHL049C
2746,YHL050C,YHL050C
2747,YHL050W-A,YHL050W-A
2748,YHR001W,OSH7
2749,YHR001W-A,QCR10
2750,YHR002W,LEU5
2751,YHR003C,TCD1
2752,YHR004C,NEM1
2753,YHR005C,GPA1
2754,YHR005C-A,TIM10
2755,YHR006W,STP2
2756,YHR007C,ERG11
2757,YHR007C-A,YHR007C-A
2758,YHR008C,SOD2
2759,YHR009C,TDA3
2760,YHR010W,RPL27A
2761,YHR011W,DIA4
2762,YHR012W,VPS29
2763,YHR013C,ARD1
2764,YHR014W,SPO13
2765,YHR015W,MIP6
2766,YHR016C,YSC84
2767,YHR017W,YSC83
2768,YHR018C,ARG4
2769,YHR019C,DED81
2770,YHR020W,YHR020W
2771,YHR021C,RPS27B
2772,YHR021W-A,ECM12
2773,YHR022C,YHR022C
2774,YHR022C-A,YHR022C-A
2775,YHR023W,MYO1
2776,YHR024C,MAS2
2777,YHR025W,THR1
2778,YHR026W,VMA16
2779,YHR027C,RPN1
2780,YHR028C,DAP2
2781,YHR028W-A,YHR028W-A
2782,YHR029C,YHI9
2783,YHR030C,SLT2
2784,YHR031C,RRM3
2785,YHR032C-A,YHR032C-A
2786,YHR032W,ERC1
2787,YHR032W-A,YHR032W-A
2788,YHR033W,YHR033W
2789,YHR034C,PIH1
2790,YHR035W,NEL1
2791,YHR036W,BRL1
2792,YHR037W,PUT2
2793,YHR038W,RRF1
2794,YHR039C,MSC7
2795,YHR039C-A,VMA10
2796,YHR040W,BCD1
2797,YHR041C,SRB2
2798,YHR042W,NCP1
2799,YHR043C,DOG2
2800,YHR044C,DOG1
2801,YHR045W,YHR045W
2802,YHR046C,INM1
2803,YHR047C,AAP1
2804,YHR048W,YHK8
2805,YHR049C-A,YHR049C-A
2806,YHR049W,FSH1
2807,YHR050W,SMF2
2808,YHR050W-A,YHR050W-A
2809,YHR051W,COX6
2810,YHR052W,CIC1
2811,YHR052W-A,YHR052W-A
2812,YHR053C,CUP1-1
2813,YHR054C,YHR054C
2814,YHR054W-A,YHR054W-A
2815,YHR055C,CUP1-2
2816,YHR056C,RSC30
2817,YHR056W-A,YHR056W-A
2818,YHR057C,CPR2
2819,YHR058C,MED6
2820,YHR059W,FYV4
2821,YHR060W,VMA22
2822,YHR061C,GIC1
2823,YHR062C,RPP1
2824,YHR063C,PAN5
2825,YHR063W-A,YHR063W-A
2826,YHR064C,SSZ1
2827,YHR065C,RRP3
2828,YHR066W,SSF1
2829,YHR067W,HTD2
2830,YHR068W,DYS1
2831,YHR069C,RRP4
2832,YHR069C-A,YHR069C-A
2833,YHR070C-A,YHR070C-A
2834,YHR070W,TRM5
2835,YHR071C-A,YHR071C-A
2836,YHR071W,PCL5
2837,YHR072W,ERG7
2838,YHR072W-A,NOP10
2839,YHR073C-B,YHR073C-B
2840,YHR073W,OSH3
2841,YHR073W-A,YHR073W-A
2842,YHR074W,QNS1
2843,YHR075C,PPE1
2844,YHR076W,PTC7
2845,YHR077C,NMD2
2846,YHR078W,YHR078W
2847,YHR079C,IRE1
2848,YHR079C-A,SAE3
2849,YHR080C,YHR080C
2850,YHR081W,LRP1
2851,YHR082C,KSP1
2852,YHR083W,SAM35
2853,YHR084W,STE12
2854,YHR085W,IPI1
2855,YHR086W,NAM8
2856,YHR086W-A,YHR086W-A
2857,YHR087W,RTC3
2858,YHR088W,RPF1
2859,YHR089C,GAR1
2860,YHR090C,YNG2
2861,YHR091C,MSR1
2862,YHR092C,HXT4
2863,YHR093W,AHT1
2864,YHR094C,HXT1
2865,YHR095W,YHR095W
2866,YHR096C,HXT5
2867,YHR097C,YHR097C
2868,YHR098C,SFB3
2869,YHR099W,TRA1
2870,YHR100C,GEP4
2871,YHR101C,BIG1
2872,YHR102W,KIC1
2873,YHR103W,SBE22
2874,YHR104W,GRE3
2875,YHR105W,YPT35
2876,YHR106W,TRR2
2877,YHR107C,CDC12
2878,YHR108W,GGA2
2879,YHR109W,CTM1
2880,YHR110W,ERP5
2881,YHR111W,UBA4
2882,YHR112C,YHR112C
2883,YHR113W,APE4
2884,YHR114W,BZZ1
2885,YHR115C,DMA1
2886,YHR116W,COX23
2887,YHR117W,TOM71
2888,YHR118C,ORC6
2889,YHR119W,SET1
2890,YHR120W,MSH1
2891,YHR121W,LSM12
2892,YHR122W,CIA2
2893,YHR123W,EPT1
2894,YHR124W,NDT80
2895,YHR125W,YHR125W
2896,YHR126C,ANS1
2897,YHR127W,YHR127W
2898,YHR128W,FUR1
2899,YHR129C,ARP1
2900,YHR130C,YHR130C
2901,YHR131C,YHR131C
2902,YHR131W-A,YHR131W-A
2903,YHR132C,ECM14
2904,YHR132W-A,IGO2
2905,YHR133C,NSG1
2906,YHR134W,WSS1
2907,YHR135C,YCK1
2908,YHR136C,SPL2
2909,YHR137C-A,YHR137C-A
2910,YHR137W,ARO9
2911,YHR138C,YHR138C
2912,YHR139C,SPS100
2913,YHR139C-A,YHR139C-A
2914,YHR140W,YHR140W
2915,YHR141C,RPL42B
2916,YHR142W,CHS7
2917,YHR143W,DSE2
2918,YHR143W-A,RPC10
2919,YHR144C,DCD1
2920,YHR145C,YHR145C
2921,YHR146W,CRP1
2922,YHR147C,MRPL6
2923,YHR148W,IMP3
2924,YHR149C,SKG6
2925,YHR150W,PEX28
2926,YHR151C,MTC6
2927,YHR152W,SPO12
2928,YHR153C,SPO16
2929,YHR154W,RTT107
2930,YHR155W,YSP1
2931,YHR156C,LIN1
2932,YHR157W,REC104
2933,YHR158C,KEL1
2934,YHR159W,TDA11
2935,YHR160C,PEX18
2936,YHR161C,YAP1801
2937,YHR162W,MPC2
2938,YHR163W,SOL3
2939,YHR164C,DNA2
2940,YHR165C,PRP8
2941,YHR165W-A,YHR165W-A
2942,YHR166C,CDC23
2943,YHR167W,THP2
2944,YHR168W,MTG2
2945,YHR169W,DBP8
2946,YHR170W,NMD3
2947,YHR171W,ATG7
2948,YHR172W,SPC97
2949,YHR173C,YHR173C
2950,YHR174W,ENO2
2951,YHR175W,CTR2
2952,YHR175W-A,YHR175W-A
2953,YHR176W,FMO1
2954,YHR177W,YHR177W
2955,YHR178W,STB5
2956,YHR179W,OYE2
2957,YHR180C-B,YHR180C-B
2958,YHR180W,YHR180W
2959,YHR180W-A,YHR180W-A
2960,YHR181W,SVP26
2961,YHR182C-A,YHR182C-A
2962,YHR182W,YHR182W
2963,YHR183W,GND1
2964,YHR184W,SSP1
2965,YHR185C,PFS1
2966,YHR186C,KOG1
2967,YHR187W,IKI1
2968,YHR188C,GPI16
2969,YHR189W,PTH1
2970,YHR190W,ERG9
2971,YHR191C,CTF8
2972,YHR192W,LNP1
2973,YHR193C,EGD2
2974,YHR193C-A,YHR193C-A
2975,YHR194W,MDM31
2976,YHR195W,NVJ1
2977,YHR196W,UTP9
2978,YHR197W,RIX1
2979,YHR198C,AIM18
2980,YHR199C,AIM46
2981,YHR199C-A,NBL1
2982,YHR200W,RPN10
2983,YHR201C,PPX1
2984,YHR202W,YHR202W
2985,YHR203C,RPS4B
2986,YHR204W,MNL1
2987,YHR205W,SCH9
2988,YHR206W,SKN7
2989,YHR207C,SET5
2990,YHR208W,BAT1
2991,YHR209W,CRG1
2992,YHR210C,YHR210C
2993,YHR211W,FLO5
2994,YHR212C,YHR212C
2995,YHR212W-A,YHR212W-A
2996,YHR213W,YHR213W
2997,YHR213W-A,YHR213W-A
2998,YHR213W-B,YHR213W-B
2999,YHR214C-B,YHR214C-B
3000,YHR214C-C,YHR214C-C
3001,YHR214C-D,YHR214C-D
3002,YHR214C-E,YHR214C-E
3003,YHR214W,YHR214W
3004,YHR214W-A,YHR214W-A
3005,YHR215W,PHO12
3006,YHR216W,IMD2
3007,YHR217C,YHR217C
3008,YHR218W,YHR218W
3009,YHR218W-A,YHR218W-A
3010,YHR219C-A,YHR219C-A
3011,YHR219W,YHR219W
3012,YIL001W,YIL001W
3013,YIL002C,INP51
3014,YIL002W-A,YIL002W-A
3015,YIL003W,CFD1
3016,YIL004C,BET1
3017,YIL005W,EPS1
3018,YIL006W,YIA6
3019,YIL007C,NAS2
3020,YIL008W,URM1
3021,YIL009C-A,EST3
3022,YIL009W,FAA3
3023,YIL010W,DOT5
3024,YIL011W,TIR3
3025,YIL012W,YIL012W
3026,YIL013C,PDR11
3027,YIL014C-A,YIL014C-A
3028,YIL014W,MNT3
3029,YIL015W,BAR1
3030,YIL016W,SNL1
3031,YIL017C,VID28
3032,YIL018W,RPL2B
3033,YIL019W,FAF1
3034,YIL020C,HIS6
3035,YIL020C-A,YIL020C-A
3036,YIL021C-A,YIL021C-A
3037,YIL021W,RPB3
3038,YIL022W,TIM44
3039,YIL023C,YKE4
3040,YIL024C,YIL024C
3041,YIL025C,YIL025C
3042,YIL026C,IRR1
3043,YIL027C,EMC5
3044,YIL028W,YIL028W
3045,YIL029C,YIL029C
3046,YIL029W-A,YIL029W-A
3047,YIL030C,SSM4
3048,YIL030W-A,YIL030W-A
3049,YIL031W,ULP2
3050,YIL032C,YIL032C
3051,YIL033C,BCY1
3052,YIL034C,CAP2
3053,YIL035C,CKA1
3054,YIL036W,CST6
3055,YIL037C,PRM2
3056,YIL038C,NOT3
3057,YIL039W,TED1
3058,YIL040W,APQ12
3059,YIL041W,GVP36
3060,YIL042C,PKP1
3061,YIL043C,CBR1
3062,YIL044C,AGE2
3063,YIL045W,PIG2
3064,YIL046W,MET30
3065,YIL046W-A,YIL046W-A
3066,YIL047C,SYG1
3067,YIL047C-A,YIL047C-A
3068,YIL048W,NEO1
3069,YIL049W,DFG10
3070,YIL050W,PCL7
3071,YIL051C,MMF1
3072,YIL052C,RPL34B
3073,YIL053W,GPP1
3074,YIL054W,YIL054W
3075,YIL055C,YIL055C
3076,YIL056W,VHR1
3077,YIL057C,RGI2
3078,YIL058W,YIL058W
3079,YIL059C,YIL059C
3080,YIL060W,YIL060W
3081,YIL061C,SNP1
3082,YIL062C,ARC15
3083,YIL063C,YRB2
3084,YIL064W,EFM4
3085,YIL065C,FIS1
3086,YIL066C,RNR3
3087,YIL066W-A,YIL066W-A
3088,YIL067C,YIL067C
3089,YIL068C,SEC6
3090,YIL068W-A,YIL068W-A
3091,YIL069C,RPS24B
3092,YIL070C,MAM33
3093,YIL071C,PCI8
3094,YIL071W-A,YIL071W-A
3095,YIL072W,HOP1
3096,YIL073C,SPO22
3097,YIL074C,SER33
3098,YIL075C,RPN2
3099,YIL076W,SEC28
3100,YIL077C,YIL077C
3101,YIL078W,THS1
3102,YIL079C,AIR1
3103,YIL082W,YIL082W
3104,YIL082W-A,YIL082W-A
3105,YIL083C,CAB2
3106,YIL084C,SDS3
3107,YIL085C,KTR7
